"
Term","
School","Part
Time","
Dept","
Subj","
Numb","
CRN","
Course Title","Begin
Time","End 
Time","
Days","
Bldg","
Room","
Schd","
Instructor",CRED HRS,LOAD,"
Cap","Avail
Seats","Low 
Enrl","
Closed"
201520,HM,1,BIB,BIB,210,30018,Biblical Literature II,1100,1150,MWF,READE,211,A,Gregory MaGee,3,3,45,45,YES,
201520,HM,1,BIB,BIB,210,30019,Biblical Literature II,1400,1450,MWF,READE,211,A,William Heth,3,3,45,45,YES,
201520,HM,1,BIB,BIB,210,30020,Biblical Literature II,1300,1350,MWF,AYRES,215,A,Edward Meadors,3,3,45,45,YES,
201520,HM,1,BIB,BIB,210,30389,Biblical Literature II,800,850,MWF,READE,238,A,Michael Harbin,3,3,45,45,YES,
201520,HM,1,BIB,BIB,210H,35271,Biblical Literature II-Hon,900,950,MWF,AYRES,212,A,Gregory MaGee,3,3,15,15,YES,
201520,HM,1,BIB,BIB,272,30023,Inductive Study of the Bible,1100,1150,MWF,READE,119,A,Michael Harbin,3,3,15,15,YES,
201520,HM,1,BIB,BIB,272,35445,Inductive Study of the Bible,1230,1345,TR,,,A,Gregory MaGee,3,3,15,15,YES,
201520,HM,1,BIB,BIB,320,30028,Pentateuch,1300,1350,MWF,READE,127,A,Michael Harbin,3,3,20,20,YES,
201520,HM,1,BIB,BIB,330,30029,Acts and the Early Church,800,850,MWF,READE,127,A,Edward Meadors,3,3,25,25,YES,
201520,HM,1,BIB,BIB,332,36043,Hebrews and General Epistles,900,950,MWF,,,A,Joseph Pak,3,3,25,25,YES,
201520,HM,1,BIB,BIB,452,36066,Old Testament Historical Lit,900,950,MWF,,,A,Michael Harbin,3,3,25,25,YES,
201520,HM,1,BIB,BIB,462,30552,Biblical Theology,1500,1550,MWF,READE,127,A,Gregory MaGee,3,3,25,25,YES,
201520,HM,1,BIB,BIB,493,35803,Biblical Lit Capstone-SP,1230,1345,TR,READE,220,G,Richard Smith,3,3,16,16,YES,
201520,HM,1,BIB,CED,100,30031,Intro Christian Ed Minist-SL,1100,1150,MWF,READE,128,A,Philip Collins,3,3,30,30,YES,
201520,HM,1,BIB,CED,221,35748,Ministry to Youth,1500,1550,MWF,READE,128,A,Michael Severe,3,3,15,15,YES,
201520,HM,1,BIB,CED,242,30033,Psy & Edu Found CE Ministry,1400,1450,MWF,READE,241,A,Philip Collins,3,3,35,35,YES,
201520,HM,1,BIB,CED,262,30035,Pers Found for Ministry-SP,900,950,MWF,RUPP,104,A,BIB TBA,3,3,15,15,YES,
201520,HM,1,BIB,CED,262,35538,Pers Found for Ministry-SP,1400,1515,TR,,,A,BIB TBA,3,3,15,15,YES,
201520,HM,1,BIB,CED,312,35131,Evangelism in Youth Ministry,1500,1650,R,READE,238,A,Michael Severe,2,2,25,25,YES,
201520,HM,1,BIB,CED,352,30038,Program & Curriculum Develop,1300,1350,MWF,READE,128,A,Michael Severe,3,3,25,25,YES,
201520,HM,1,BIB,CED,421,30039,Phi & Strat Chr Ed Ministry,1400,1630,T,READE,238,S,Michael Severe,3,3,25,25,YES,
201520,HM,1,BIB,GRK,202,30012,Elementary New Testament Greek,900,950,MTWF,READE,127,A,William Heth,4,4,25,25,YES,
201520,HM,1,BIB,GRK,302,30013,Exegesis of Greek NT-SP,1100,1150,MWF,READE,127,A,William Heth,3,3,20,20,YES,
201520,HM,1,BIB,HEB,312,36042,Hebrew Exegesis,1400,1450,MWF,,,A,Sheri Klouda,3,3,15,15,YES,
201520,HM,1,BIB,PHI,110,36116,Introduction to Philosophy,1900,2100,T,,,A,BIB TBA,3,3,20,20,YES,
201520,HM,1,BIB,PHI,110H,36117,Introduction to Philosophy-Hon,1900,2100,T,,,A,BIB TBA,3,3,10,10,YES,
201520,HM,1,BIB,PHI,191,36118,Faith and Philosophy,1900,2100,T,,,G,Kevin Diller,3,3,20,20,YES,
201520,HM,1,BIB,PHI,203,30045,History of Philosophy II,1300,1350,MWF,,,A,BIB TBA,3,3,20,20,YES,
201520,HM,1,BIB,PHI,262,34349,Contemporary Issues,1400,1450,MWF,READE,119,A,James Spiegel,3,3,25,25,YES,
201520,HM,1,BIB,PHI,323,30047,Wrld Religions:Eastern Trad-CC,1400,1515,TR,READE,139,A,Kevin Diller,3,3,25,25,YES,
201520,HM,1,BIB,PHI,342,36045,Aesthetics,1530,1645,TR,,,A,James Spiegel,3,3,25,25,YES,
201520,HM,1,BIB,PHI,382,34979,Ethics Bowl,1700,1830,TR,READE,119,A,James Spiegel,1,1,10,10,YES,
201520,HM,1,BIB,PHI,382H,34980,Ethics Bowl-Hon,1700,1830,TR,READE,119,A,James Spiegel,1,1,12,12,YES,
201520,HM,1,BIB,PHI,413,30049,Contemporary Christian Belief,1100,1150,MWF,MMVA,2,A,Kevin Diller,3,3,40,40,YES,
201520,HM,1,BIB,PHI,413,30050,Contemporary Christian Belief,1400,1450,MWF,AYRES,215,A,Kevin Diller,3,3,45,45,YES,
201520,HM,1,BIB,PHI,413,33674,Contemporary Christian Belief,1230,1345,TR,AYRES,215,A,BIB TBA,3,3,45,45,YES,
201520,HM,1,BIB,PHI,413H,35383,Contemp Christian Belief-Hon,1500,1550,MWF,AYRES,212,A,Kevin Diller,3,3,15,15,YES,
201520,HM,1,BIB,PHI,452,30052,Philosophy of Religion-SP,1230,1345,TR,READE,119,A,James Spiegel,3,3,25,25,YES,
201520,HM,1,BIB,REL,313,31259,Historic Christian Belief,1500,1550,MWF,READE,211,A,Joseph Pak,3,3,45,45,YES,
201520,HM,1,BIB,REL,313,34603,Historic Christian Belief,1230,1345,TR,READE,241,A,Roger Ringenberg,3,3,45,45,YES,
201520,HM,1,BIB,REL,313,35136,Historic Christian Belief,1300,1350,MWF,READE,211,A,Joseph Pak,3,3,45,45,YES,
201520,HM,1,BIB,REL,313,35805,Historic Christian Belief,800,850,MWF,AYRES,215,A,William Heth,3,3,45,45,YES,
201520,HM,1,BIB,REL,370,34625,Expository Bible Teaching,1400,1550,R,RA,CONF,A,BIB TBA,2,2,15,15,YES,
201520,HM,1,BIB,REL,370,35806,Global Theology,830,945,TR,EULER,63,A,Edward Meadors,3,3,20,20,YES,
201520,HM,1,BIB,REL,391,30043,Prep & Strat for Ch Wrld Ms-CC,1230,1345,TR,AYRES,214,A,Jennifer Collins,3,3,20,20,YES,
201520,HM,1,BIB,REL,432,30044,World Mission Area Studies-SP,1530,1620,TR,READE,211,S,Roger Ringenberg,2,2,20,20,YES,
201520,HM,1,BIB,ISP,355,34661,Celtic Christianity,,,,IRD,,A,Michael Harbin,3,3,32,32,YES,
